Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non-Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
11,16,Church of the Messiah,240 Avenue Road,2145,244,45,97,2174,146,28,8,13,2369,870,37%,1,0
11,17,Ramsden Place Apartments,50 Hillsboro Avenue,402,28,10,0,385,32,4,1,0,422,194,46%,0,0
11,18,Hazelton Place,111 Avenue Road,90,68,1,0,145,11,0,1,0,157,82,52%,0,0
11,19,Residences of Yorkville,155 Yorkville Ave,228,14,4,1,230,5,2,0,0,237,31,13%,0,0
11,20,Jesse Ketchum Public School,61 Davenport Road,1745,58,26,13,1640,115,8,8,10,1781,593,33%,1,1
11,21,Belmont House,55 Belmont Street,48,81,15,1,108,8,0,0,0,116,94,83%,0,2
11,22,McMurrich Place,18 Davenport Road,1395,61,11,105,1345,90,7,3,3,1448,544,38%,2,0
11,23,Davenhill Senior Living,877 Yonge Street,2103,94,39,18,2025,106,11,14,13,2169,606,28%,1,0
11,24,Rosedale Junior Public School,22 South Drive,2019,70,23,52,1933,118,13,6,5,2075,852,41%,1,0
11,25,YWCA of Greater Toronto,80 Woodlawn Avenue East,1232,97,19,21,1208,86,13,5,4,1316,623,47%,2,1
11,26,Deer Park Public Library,40 St. Clair Avenue East,1813,53,12,20,1615,223,15,3,0,1856,721,39%,0,0
11,27,Our Lady of Perpetual Help School,1 1/2 Garfield Avenue,1803,25,19,15,1504,291,7,8,1,1811,701,39%,0,0
11,28,Bennington Heights Public School,76 Bennington Heights Drive,403,6,1,6,359,36,9,5,0,409,121,30%,1,0
11,29,Rosedale United Church,159 Roxborough Drive,1649,27,16,10,1460,188,13,5,0,1666,517,31%,0,0
11,30,Rosedale Presbyterian Church,129 Mount Pleasant Road,1764,47,38,3,1626,127,17,11,0,1781,647,36%,0,0
11,31,Kensington Apartments,21 Dale Avenue,534,40,12,58,498,52,9,2,0,561,281,50%,0,0
11,32,The 360 on Bloor,360 Bloor Street East,247,14,1,1,229,27,2,2,0,260,143,55%,0,0
11,33,The Bellagio on Bloor,300 Bloor Street East,347,22,0,3,338,28,4,0,0,370,181,49%,0,0
11,34,Rosedale Glen,278 Bloor Street East,263,11,2,5,247,23,4,1,0,275,192,70%,0,0
11,35,The Milan,825 Church St,194,12,8,1,193,3,1,0,0,197,59,30%,0,0
11,36,18 Yorkville,18 Yorkville Ave,223,13,7,0,209,16,0,3,1,229,68,30%,0,0
11,37,Eight Park Road,8 Park Road,301,22,4,2,302,16,1,0,0,319,125,39%,0,0
11,38,Residences on Bloor,235 Bloor Street East,389,35,5,6,384,29,5,2,0,420,150,36%,0,0
11,39,Couture Condominium,28 Ted Rogers Way,382,13,4,6,375,10,6,0,0,391,103,26%,0,0
11,40,X The Condominium,110 Charles Street East,332,59,5,1,374,6,1,4,0,385,154,40%,0,0
11,41,Toronto Grace Hospital,650 Church Street,0,9,0,0,9,0,0,0,0,9,9,100%,0,0
11,42,St. Andrew's United Church,117 Bloor Street East,973,50,15,5,945,45,9,2,4,1005,319,32%,0,0
11,43,Bloor Street Neighbourhood,35 Hayden St,261,24,3,1,272,7,1,1,0,281,102,36%,0,0
11,44,Casa 2,42 Charles St E,156,11,0,3,165,2,0,0,0,167,33,20%,0,0
11,45,One Bloor,1 Bloor St E,363,37,5,2,387,5,1,2,0,395,104,26%,0,0
11,46,The Uptown Residences,35 Balmuto St,153,28,1,2,167,12,1,1,0,181,72,40%,0,0
11,47,Manulife Centre,44 Charles Street West,822,89,16,15,802,81,5,5,6,899,479,53%,0,0
11,48,Bay Charles Apartments,57 Charles Street W.,227,20,4,6,224,13,1,4,0,242,86,36%,0,0
11,49,U Condominiums,1080 Bay St,379,29,1,4,399,6,0,2,0,407,103,25%,0,0
11,50,1 Thousand Bay,1000 Bay St,131,25,1,0,151,4,0,0,0,155,36,23%,0,0
11,51,U of T - Carr Hall,100 St Joseph St,1124,145,17,56,1035,206,5,4,5,1255,410,33%,0,1
11,52,Goldring Student Centre,150 Charles Street West,1736,139,12,120,1734,102,12,1,21,1870,559,30%,0,0
11,53,Hart House,7 Hart House Circle,1547,199,91,1,1635,20,2,1,0,1658,215,13%,1,0
11,54,Senator Croll Apartments,341 Bloor Street West,291,13,4,7,275,24,1,0,0,300,114,38%,0,0
11,55,The Wolfond Centre,36 Harbord Street,1008,100,24,8,1001,64,16,5,7,1093,392,36%,0,1
11,56,Spadina Towers,666 Spadina Avenue,244,21,6,2,249,9,1,0,0,259,76,29%,0,0
11,57,St. Vladimir Institute,620 Spadina Avenue,1556,97,32,6,1501,98,13,4,9,1625,351,22%,0,0
11,58,Tranzac Club,292 Brunswick Avenue,1180,111,20,7,1163,96,10,1,9,1279,494,39%,3,0
11,59,Harbord Collegiate Institute,286 Harbord Street,1866,184,45,8,1701,271,19,4,16,2011,782,39%,0,0
11,60,Montrose Public School,301 Montrose Avenue,1354,122,29,17,1056,389,5,0,2,1452,556,38%,2,0
11,61,College/Shaw Library,766 College Street,1033,80,14,6,784,283,14,5,13,1099,438,40%,1,0
11,62,Pope Francis Catholic School,319 Ossington Avenue,2518,167,35,27,1804,799,34,6,14,2657,869,33%,1,0
11,63,Bellwoods Park House,300 Shaw Street,12,9,1,1,21,0,0,0,0,21,14,67%,0,0
11,64,Leonardo Court,72 Clinton Street,157,13,1,3,158,11,0,0,0,169,100,59%,6,0
11,65,St. Francis of Assisi School,80 Clinton Street,1393,73,21,8,1090,315,13,5,26,1449,478,33%,0,0
11,66,Clinton Street Public School,460 Manning Avenue,1415,94,20,11,1267,206,15,1,10,1499,600,40%,0,0
11,67,College Street United Church,452 College Street,2322,266,43,23,2080,419,26,6,33,2564,988,39%,2,1
11,69,King Edward Public School,112 Lippincott Street,1194,116,17,11,1145,133,15,0,7,1300,496,38%,0,0
11,70,Kensington Gardens North,45 Brunswick Avenue,0,25,0,0,22,0,0,0,3,25,25,100%,0,0
11,71,Kensington Gardens South,25 Brunswick Avenue,164,23,103,0,77,6,0,1,0,84,28,33%,0,0
11,72,St. Stephen's Community House,91 Bellevue Avenue,1585,144,36,10,1513,124,13,1,53,1704,426,25%,1,1
11,73,Kensington Manor,34 Oxford Street,972,80,15,5,979,42,9,1,14,1045,348,33%,1,0
11,74,The Scott Mission,502 Spadina Avenue,0,27,0,0,27,0,0,0,0,27,27,100%,0,0
11,75,Centre for Addiction/Mental Health,250 College Street,0,23,0,0,22,0,0,0,1,23,23,100%,0,0
11,76,Cecil Community Centre,58 Cecil Street,1058,119,22,11,1101,30,13,1,20,1165,306,26%,3,0
11,77,Beverley Junior Public School,64 Baldwin St,1286,125,31,37,1255,112,10,1,20,1398,351,25%,0,0
11,78,Mon Sheong Home for the Aged,36 D'Arcy Street,58,26,0,0,84,0,0,0,0,84,36,43%,0,0
11,79,One Park Lane,280 Simcoe Street,448,40,0,11,438,45,8,5,0,496,218,44%,0,0
11,80,YWCA - Irma Brydson Place,87 Elm Street,1402,127,14,13,1409,83,9,5,28,1534,353,23%,0,0
11,81,Horizon on Bay,633 Bay Street,492,55,4,6,499,40,4,4,0,547,173,32%,0,0
11,82,Aura at College Park,388 Yonge Street,430,43,4,0,456,2,2,0,9,469,124,26%,1,0
11,83,The Liberties,717 Bay Street,572,39,10,6,552,38,3,6,0,599,200,33%,1,0
11,84,Residences of College Park I & II,761 Bay St,980,38,12,5,973,34,0,1,0,1008,209,21%,0,0
11,85,Lumiere,770 Bay Street,233,21,3,0,240,9,2,0,0,251,59,24%,0,0
11,86,Burano Condominium,832 Bay Street,245,30,2,0,257,13,2,1,0,273,59,22%,1,0
11,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,132,31,33,,,,,,,1020,,0,0
11,98,Cecil Community Centre,58 Cecil Street,,230,54,109,,,,,,,2100,,2,0
11,99,Rosedale United Church,159 Roxborough Drive,,88,41,34,,,,,,,2257,,0,1
11 Total,,,,77186,6445,1523,1363,72429,8208,705,250,516,82108,34323,42%,109,15
12,1,Lewis Garnsworthy Residence,2353 Dufferin Street,239,23,9,4,241,11,1,1,0,254,113,44%,0,0
12,2,Doug Saunders Apartments,1775 Eglinton Avenue West,552,21,4,5,445,119,2,0,4,570,223,39%,1,0
12,3,St. Thomas Aquinas School,636 Glenholme Avenue,883,22,13,8,546,338,2,2,7,895,261,29%,1,0
12,4,Fairbank Community Centre,2213 Dufferin Street,1645,37,12,10,922,727,4,1,18,1672,492,29%,5,0
12,5,D'Arcy McGee Catholic School,20 Bansley Avenue,1506,38,10,15,911,600,7,4,16,1538,430,28%,0,1
12,6,Winona Housing Co-op,1463 Eglinton Avenue West,1340,32,8,16,1037,308,12,0,12,1369,456,33%,0,0
12,7,Pine Villa Retirement Residence,1035 Eglinton Avenue West,36,8,1,0,42,1,0,0,0,43,10,23%,0,0
12,8,Cedarvale Community School,145 Ava Road,1666,32,13,16,1601,70,10,2,3,1686,795,47%,0,1
12,9,Glen Gardens Apartments,989 Eglinton Avenue West,901,38,14,11,847,71,1,1,6,926,444,48%,0,0
12,10,Beth Tzedec Synagogue,1700 Bathurst Street,1818,35,29,18,1733,85,12,1,0,1831,643,35%,1,0
12,11,Forest Hill Public Library,700 Eglinton Avenue West,1419,36,20,10,1368,65,3,0,2,1438,481,34%,0,1
12,12,Oriole Park Jr. Public School,80 Braemar Avenue,2365,148,24,11,2277,190,10,4,19,2500,1051,42%,4,1
12,13,Glebe Road United Church,20 Glebe Road East,2149,63,26,5,2020,123,16,7,22,2188,882,40%,0,0
12,14,Quantum - South Tower,2181 Yonge St,356,17,7,1,354,11,1,0,0,366,172,47%,0,0
12,15,Quantum 2 - North Tower,2191 Yonge Street,596,24,9,1,581,26,4,1,0,612,215,35%,0,0
12,16,The Dunfield Retirement Residence,77 Dunfield Avenue,547,132,24,8,628,24,0,3,0,655,321,49%,0,0
12,17,The Madison,89 Dunfield Ave,519,42,1,11,548,10,0,2,0,560,162,29%,0,0
12,18,Montgomery Place,130 Eglinton Avenue East,1537,36,13,33,1471,75,4,9,10,1569,500,32%,0,0
12,19,North Toronto Collegiate Institute,17 Broadway Ave,2017,61,28,19,1865,153,20,12,4,2054,684,33%,1,2
12,20,Minto 30 Roe,30 Roehampton Ave,280,25,1,3,297,5,2,0,0,304,110,36%,0,0
12,21,The Republic II,70 Roehampton Avenue,297,24,3,4,303,13,1,1,0,318,142,45%,0,0
12,22,Eglinton Junior Public School,223 Eglinton Avenue East,2690,138,47,29,2542,196,23,15,8,2784,1000,36%,2,0
12,23,The Briton House,720 Mount Pleasant Road,85,116,0,0,197,5,0,0,0,202,119,59%,0,0
12,24,Church Of The Transfiguration,111 Manor Rd E,1928,94,18,6,1844,135,12,5,10,2006,916,46%,2,0
12,25,Isabel & Arthur Meighen Manor,155 Millwood Road,51,32,0,0,82,1,0,0,0,83,50,60%,0,0
12,26,Hospital Workers Co-op,100 Merton Street,1316,181,11,11,1356,128,5,1,7,1497,611,41%,0,0
12,27,33 Davisville Avenue,33 Davisville Avenue,212,7,4,2,194,15,0,6,0,215,95,44%,0,0
12,28,77 Davisville Avenue,77 Davisville Avenue,476,29,3,4,461,38,2,2,1,504,213,42%,1,0
12,29,111 Davisville Ave,111 Davisville Ave,302,16,6,1,288,21,1,3,0,313,121,39%,0,0
12,30,Davisville Village,200 Balliol Street,370,26,9,5,357,26,1,1,0,385,165,43%,1,0
12,31,225 Davisville Avenue,225 Davisville Avenue,467,29,10,8,440,40,4,2,1,487,201,41%,0,1
12,32,221 Balliol Street,221 Balliol Street,403,11,7,5,377,26,3,1,0,407,197,48%,0,0
12,33,The Claremont Retirement Residence,305 Balliol St,8,48,0,1,54,2,0,0,0,56,50,91%,0,1
12,34,George Barker Manor,384 Mount Pleasant Road,1396,51,13,16,1330,85,15,4,0,1434,652,46%,1,1
12,35,Janet McGee Manor,71 Merton Street,1586,45,15,16,1518,71,7,2,22,1620,744,46%,2,0
12,36,Deer Park Public School,23 Ferndale Avenue,2058,114,27,27,1975,139,10,7,20,2151,793,37%,3,1
12,37,Carriage Hill Apartments,80 St. Clair Avenue East,291,1,6,0,262,21,3,2,0,288,144,50%,0,0
12,38,Bretton Place,44 Jackes Avenue,709,31,20,24,651,56,7,6,0,720,399,55%,0,0
12,39,Calvin Presbyterian Church,26 Delisle Avenue,2216,74,37,46,2119,125,4,3,6,2257,911,40%,0,0
12,40,Christ Church Deer Park,1570 Yonge Street,1835,79,17,18,1755,133,14,2,0,1904,750,39%,0,0
12,41,Upper Canada College - Arena,200 Lonsdale Road,2011,78,26,18,1913,140,14,8,2,2077,632,30%,1,0
12,42,Timothy Eaton Memorial Church,230 St. Clair Avenue West,2495,114,22,44,2391,186,9,3,22,2611,914,35%,1,0
12,43,Grace Church-on-the-Hill,300 Lonsdale Road,1646,34,15,5,1613,52,3,0,1,1669,511,31%,0,0
12,44,Lower Village Gate,18 Lower Village Gate,283,13,2,5,284,11,2,0,0,297,171,58%,0,0
12,45,Cedarvale Terrace Nursing Home,429 Walmer Road,46,24,3,0,66,1,0,1,0,68,25,40%,1,2
12,46,Park Towers,400 Walmer Road,766,32,7,11,743,42,3,1,2,791,369,47%,0,0
12,47,Holy Rosary Church Parish Hall,354 St. Clair Avenue West,1887,180,26,23,1947,115,7,2,2,2073,778,38%,0,0
12,48,Loblaws Forest Hill,396 St. Clair Avenue West,1832,114,26,25,1770,139,10,3,6,1928,739,38%,0,0
12,49,Tichester Gardens,31 Tichester Road,2193,80,34,33,2024,200,14,2,2,2242,897,40%,0,0
12,50,Louise Towers,130 Vaughan Road,1905,128,25,24,1663,335,17,4,1,2020,741,37%,0,0
12,51,Rose of Sharon,17 Maplewood Avenue,0,8,0,0,8,0,0,0,0,8,8,100%,0,0
12,52,Humewood Community School,15 Cherrywood Avenue,2867,78,30,27,2457,431,11,11,9,2919,1293,44%,4,0
12,53,Davisville PS/Spectrum Alternative,529 Vaughan Road,2158,49,16,25,1584,573,13,12,9,2191,752,34%,2,2
12,54,St. Alphonsus Catholic School,60 Atlas Avenue,2034,90,22,29,1646,415,17,4,27,2109,957,45%,4,0
12,55,Hellenic Home,33 Winona Drive,1534,89,14,6,1419,171,9,7,10,1616,754,47%,2,0
12,56,Rakoczi Villa 1,747 St Clair Ave W,93,6,1,5,82,14,1,1,0,98,49,50%,0,0
12,57,St. Matthews United Church,729 St. Clair Avenue West,933,43,8,12,834,115,16,2,2,969,408,42%,0,1
12,58,St. Matthew's Bracondale House,707 St. Clair Avenue W.,137,7,0,0,132,11,0,1,0,144,75,52%,0,0
12,59,Artscape Wychwood Barns,601 Christie Street,1183,61,23,7,1095,108,13,11,2,1229,581,47%,1,0
12,60,St. Michael and All Angels Church,611 St. Clair Avenue West,1575,97,26,16,1418,188,20,5,22,1653,685,41%,0,0
12,61,Na-Me-Res Sagatay,26 Vaughan Road,11,15,1,0,22,4,0,0,0,26,15,58%,0,0
12,62,Hillcrest Community Centre,1339 Bathurst Street,957,51,9,18,922,80,3,1,0,1006,427,42%,2,0
12,63,Tower Hill West,355 St. Clair Avenue West,248,22,7,6,249,13,1,0,1,264,167,63%,0,0
12,64,First Unitarian Congregation,175 St. Clair Avenue West,1964,56,37,29,1883,90,13,1,7,1994,574,29%,1,0
12,65,Bradgate Arms,54 Foxbar Road,1478,81,26,5,1451,61,19,5,12,1548,549,35%,0,0
12,66,Balmoral Retirement Home,155 Balmoral Avenue,17,32,0,0,44,5,0,0,0,49,33,69%,0,1
12,67,Granite Place,63 St. Clair Avenue West,335,17,4,6,330,20,0,0,0,350,219,63%,0,0
12,68,Cottingham Jr. Public School,85 Birch Avenue,1407,29,19,13,1313,80,7,12,7,1419,632,45%,6,0
12,69,Toronto Records & Archives Centre,255 Spadina Road,1178,95,9,88,1181,66,11,8,5,1271,534,42%,6,0
12,70,Habayit Shelanu Seniors Residence,155 Kendal Avenue,649,16,6,9,604,43,7,2,1,657,286,44%,0,0
12,71,Castleview Wychwood Towers,351 Christie Street,296,28,0,0,318,5,1,0,0,324,33,10%,0,0
12,72,Christie Gardens,600 Melita Crescent,192,124,10,6,298,14,0,0,0,312,239,77%,1,1
12,73,St. Bruno Catholic School,402 Melita Crescent,2455,128,16,18,1963,564,24,13,6,2570,1047,41%,1,0
12,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,53,19,19,,,,,,,707,,0,0
12,98,Timothy Eaton Memorial Church,230 St Clair Ave West,,323,63,86,,,,,,,6175,,6,1
12,99,Fairbank Community Centre,2213 Dufferin Street,,25,34,13,,,,,,,602,,0,8
12 Total,,,,79832,4436,1105,1059,73506,8580,488,233,356,83163,40296,48%,64,26
13,1,St. Joseph's College,74 Wellesley Street West,1069,77,23,16,1031,63,10,4,21,1129,271,24%,1,0
13,2,La Place Marie,25 St. Mary Street,250,48,5,121,261,22,6,5,0,294,134,46%,0,0
13,3,Polo Club,1055 Bay Street,353,25,8,8,314,50,3,3,0,370,118,32%,0,0
13,4,The Polo Club II,44 St. Joseph Street,383,28,2,6,352,43,5,1,8,409,136,33%,0,0
13,5,1001 Bay Street,1001 Bay Street,575,38,8,1,545,55,1,4,1,606,183,30%,2,1
13,6,Century Plaza,24 Wellesley Street West,384,28,3,2,371,32,5,2,0,410,149,36%,0,0
13,7,Five Condos,5 St Joseph Street,202,40,3,0,236,2,0,1,0,239,81,34%,0,0
13,8,Gloucester Gate Residence,30 Gloucester Street,273,27,4,8,265,30,5,0,0,300,140,47%,0,0
13,9,Isabella Court,33 Isabella Street,305,16,6,4,299,13,1,2,0,315,110,35%,0,1
13,10,Casa Residenza Condominio,33 Charles Street East,301,27,4,1,313,9,2,1,0,325,106,33%,0,2
13,11,Chaz,45 Charles St E,215,31,4,0,235,6,1,0,0,242,59,24%,0,0
13,12,X2,101 Charles St E,363,28,3,4,386,1,2,1,0,390,119,31%,0,0
13,13,519 Church Street Community Centre,519 Church Street,2348,92,60,28,2220,126,20,8,8,2382,810,34%,0,0
13,14,Plaza One Hundred,100 Wellesley Street East,442,48,7,2,436,33,9,5,0,483,218,45%,0,0
13,15,Verve,120 Homewood Avenue,550,6,6,3,522,19,6,2,0,549,262,48%,0,0
13,16,Wellesley Central Place,160 Wellesley St. East,33,23,0,0,53,3,0,0,0,56,31,55%,0,0
13,17,Wellesley Central Residences,490 Sherbourne Street,81,9,5,1,81,5,1,1,0,88,34,39%,1,0
13,18,The 500 on Sherbourne,500 Sherbourne Street,375,51,5,6,390,27,3,6,0,426,189,44%,0,0
13,19,Wellesley Community Centre,495 Sherbourne Street,2892,81,31,39,2585,367,12,12,3,2979,795,27%,1,0
13,20,Msgr. Fraser College Isabella,25 Linden Street,2241,217,31,38,2209,176,30,16,23,2454,839,34%,0,0
13,21,Greenwin Square,77 Huntley Street,462,31,7,4,456,22,7,1,0,486,187,38%,0,0
13,22,The Hamilton,375 Bleecker Street,443,17,4,2,371,80,4,5,0,460,153,33%,1,0
13,23,The Quebec,730 Ontario Street,384,9,5,8,294,94,0,0,0,388,160,41%,0,0
13,24,The Toronto,77 Howard Street,477,19,4,9,401,90,1,3,0,495,170,34%,0,0
13,25,The St. John's,700 Ontario Street,359,14,2,4,268,103,1,0,0,372,152,41%,2,0
13,26,Rose Avenue Public School,675 Ontario Street,3118,66,39,41,2588,564,12,5,4,3173,768,24%,0,0
13,27,The Richmond,323 Richmond Street East,297,22,11,5,273,28,7,0,0,308,135,44%,0,0
13,28,The Halifax,280 Wellesley Street East,708,19,4,7,593,123,3,3,1,723,232,32%,0,0
13,29,Sprucecourt Jr Public School,70 Spruce Street,3170,220,32,28,3148,142,59,11,16,3376,1635,48%,1,1
13,30,Winchester Square Apartments,55 Bleecker Street,2022,142,37,42,1858,249,19,12,11,2149,700,33%,7,0
13,31,Diane Frankling Co-Op Homes,85 Bleecker Street,316,20,3,20,279,50,2,2,0,333,193,58%,0,0
13,32,Fudger House,439 Sherbourne Street,59,28,0,0,82,5,0,0,0,87,28,32%,0,0
13,33,Our Lady of Lourdes Catholic School,444 Sherbourne St,1630,78,27,13,1533,114,29,5,10,1691,484,29%,1,0
13,34,L'Esprit 1,15 Maitland Place,541,25,4,5,503,44,9,5,0,561,316,56%,0,0
13,35,Celebrity Place,77 Maitland Place,530,36,8,9,484,63,8,5,0,560,331,59%,0,0
13,36,40 Homewood Avenue,40 Homewood Avenue,548,52,10,5,522,57,7,6,0,592,321,54%,0,0
13,37,Carlton Plaza,140 Carlton Street,434,64,16,7,436,40,5,0,3,484,221,46%,0,0
13,38,College francais,100 Carlton Street,2006,101,40,17,1876,153,25,10,6,2070,677,33%,0,0
13,39,Tobias House,84 Carlton Street,174,7,1,7,164,16,1,1,0,182,86,47%,0,0
13,40,Church Street Public School,83 Alexander Street,2275,105,35,42,2049,231,37,23,15,2355,931,40%,0,0
13,41,Wellesley Jarvis,460 Jarvis Street,187,7,1,0,177,16,1,0,0,194,72,37%,1,0
13,42,Village Green,50 Alexander Street,236,20,5,4,228,18,5,1,0,252,106,42%,5,0
13,43,Village Green,40 Alexander Street,308,18,7,5,304,13,0,2,1,320,149,47%,0,0
13,44,The Cosmopolitan,25 Maitland Street,197,13,2,0,186,15,6,2,0,209,121,58%,0,0
13,45,YMCA Metro Central,20 Grosvenor Street,1313,168,24,16,1314,137,16,3,9,1479,412,28%,1,0
13,46,Karma,15 Grenville St,192,20,4,0,207,0,0,0,0,207,41,20%,0,0
13,47,Mattamy Athletic Centre,50 Carlton Street,2807,158,622,26,2115,185,25,9,17,2351,682,29%,0,0
13,48,The Ellington,7 Carlton Street,298,19,1,3,289,23,4,0,0,316,89,28%,0,0
13,49,Collegeview Apartments,423 Yonge Street,251,25,2,5,263,11,1,0,0,275,105,38%,1,0
13,50,The Met,21 Carlton Street,321,33,2,2,333,10,2,4,1,350,104,30%,3,0
13,51,Encore at the Met,25 Carlton St,303,24,7,1,306,12,1,1,0,320,106,33%,0,1
13,52,The Merchandise Building,155 Dalhousie Street,618,57,4,9,613,48,5,5,0,671,332,49%,0,0
13,53,Metta Housing Co-op,99 Dalhousie Street,646,19,5,11,574,71,10,6,0,661,243,37%,0,0
13,54,145 Mutual Street,145 Mutual Street,721,37,7,2,683,57,9,1,0,750,263,35%,0,0
13,55,261 Jarvis Street,261 Jarvis Street,289,10,0,8,243,56,2,0,0,301,95,32%,0,0
13,56,Seaton House,339 George Street,0,58,0,0,49,8,0,1,0,58,58,100%,0,0
13,57,Ecole Gabrielle-Roy,14 Pembroke St,1618,129,16,9,1626,105,10,4,0,1745,419,24%,4,0
13,58,William Dennison Apartments,310 Dundas Street East,1023,45,20,7,973,65,11,0,2,1051,273,26%,0,0
13,59,Dan Harrison Complex,251 Sherbourne Street,185,31,2,1,186,27,1,0,1,215,85,40%,0,0
13,60,Rekai Centre,345 Sherbourne Street,133,27,0,0,146,14,1,0,0,161,36,25%,0,4
13,61,Parliament St. Public Library,269 Gerrard St East,650,100,8,7,672,53,14,4,7,750,289,39%,1,0
13,62,Lord Dufferin Public School,350 Parliament Street,1173,57,24,13,1063,116,14,9,7,1209,507,42%,0,0
13,63,Pam McConnell Aquatic Centre,640 Dundas Street East,3070,650,35,45,3570,188,19,3,10,3790,1657,44%,2,2
13,64,Oak Street Housing Co-op,120 Cornwall Street,143,59,1,3,176,24,2,0,0,202,104,51%,0,0
13,65,220 Oak Street,220 Oak Street,1059,51,11,55,1057,37,5,1,1,1101,403,37%,3,0
13,66,Edna Dixon Apartments,540 Queen Street East,520,39,9,8,475,69,4,1,1,550,243,44%,0,1
13,69,155 Sherbourne Street,155 Sherbourne Street,250,8,0,0,241,15,2,0,0,258,93,36%,3,0
13,70,John Innes Community Centre,150 Sherbourne Street,3038,197,28,60,3019,166,26,10,12,3233,891,28%,0,1
13,71,Jazz,167 Church St,332,44,12,8,350,14,1,1,0,366,121,33%,0,0
13,72,Metropolitan United Church,56 Queen Street East,1805,153,24,33,1663,164,9,8,103,1947,489,25%,1,0
13,73,Spire,33 Lombard Street,445,21,10,0,428,21,6,3,0,458,162,35%,0,0
13,74,St. James Cathedral Centre,65 Church Street,907,28,11,4,607,38,5,2,277,929,155,17%,0,0
13,75,Muriel Collins Housing Co-op,79 Richmond St. East,836,55,9,13,772,88,13,2,10,885,303,34%,0,0
13,76,Fred Victor Centre,145 Queen Street East,103,13,10,0,103,3,0,0,0,106,21,20%,0,0
13,77,Vu,112 George Street,544,66,4,14,577,33,2,1,0,613,280,46%,1,0
13,78,King's Court,230 King St. East,357,28,5,6,346,33,3,0,0,382,174,46%,1,0
13,79,501 Adelaide St. East,501 Adelaide St. East,1283,104,15,6,1290,78,7,1,12,1388,465,34%,0,0
13,80,Dixon Hall,58 Sumach St,1271,92,18,23,1227,100,15,4,10,1356,515,38%,0,0
13,81,585 King Street East,585 King Street East,520,53,11,34,529,33,2,2,2,568,250,44%,0,0
13,82,River City 1,51 Trolley Cres,393,36,6,3,405,12,1,4,0,422,167,40%,0,0
13,83,River City 2,32 Trolley Cres,242,28,1,4,261,7,0,1,0,269,135,50%,0,0
13,84,Canary Park,120 Bayview Ave,448,43,12,6,465,15,1,0,0,481,236,49%,0,0
13,85,Fred Victor,20 Palace St,8,36,0,1,33,11,0,0,0,44,35,80%,0,0
13,86,Wigwamen,75 Cooperage St,0,37,0,0,32,9,0,0,0,41,38,93%,0,0
13,87,Canary District,455 Front St E,330,35,1,6,359,9,0,0,0,368,140,38%,0,0
13,88,St. Lawrence Community Recreation Centre,230 The Esplanade,1567,91,15,28,1377,263,15,3,8,1666,572,34%,0,0
13,89,New Times Square,109 Front Street East,454,27,4,14,428,35,7,8,0,478,200,42%,0,0
13,90,Temporary North Market - St. Lawrence,125 The Esplanade,1483,92,13,5,1408,117,7,11,21,1564,442,28%,0,0
13,91,Market Square,80 Front St. E,441,17,0,3,416,38,2,2,0,458,234,51%,1,0
13,92,The Metropole,7 King Street East,330,40,2,2,331,33,3,2,3,372,177,48%,0,0
13,93,88 Scott,88 Scott St,1,83,0,0,81,6,2,0,0,89,81,91%,0,0
13,94,London on The Esplanade,1 Scott Street,481,37,4,3,488,26,3,0,0,517,179,35%,0,0
13,95,L Tower,8 The Esplanade,372,46,4,7,400,16,5,2,0,423,159,38%,1,0
13,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,152,38,70,,,,,,,1364,,16,0
13,98,Wellesley Community Centre,495 Sherbourne Street,,362,45,160,,,,,,,2968,,4,3
13,99,St. Lawrence Community Recreation Centre,230 The Esplanade,,115,30,32,,,,,,,1416,,0,0
13 Total,,,,70090,6028,1658,1348,66746,6111,663,295,645,74460,32120,43%,66,17
14,1,Royal Canadian Legion,1083 Pape Avenue,1427,27,9,8,1245,161,26,11,3,1446,553,38%,2,2
14,2,Sisters of St. Joseph of Toronto,2 O'Connor Drive,0,33,0,0,1,32,0,0,0,33,33,100%,0,0
14,3,East York Community Centre,1081 1/2 Pape Avenue,2050,32,14,25,1937,123,12,3,3,2078,509,24%,0,0
14,4,William Burgess Public School,100 Torrens Avenue,1261,37,9,14,1135,134,12,8,4,1293,464,36%,2,0
14,5,Diefenbaker Elementary School,175 Plains Road,1712,38,11,15,1501,208,14,4,13,1740,679,39%,4,0
14,6,Cosburn Middle School,520 Cosburn Ave,1630,19,9,9,1425,186,15,9,7,1642,661,40%,1,0
14,7,S. Walter Stewart Library,170 Memorial Park Ave.,1234,17,9,24,1069,130,29,14,0,1242,558,45%,2,0
14,8,Holy Cross Catholic School,299A Donlands Ave,2167,40,28,17,1877,270,24,10,0,2181,944,43%,0,0
14,9,Blair Court Apartments,266 Donlands Avenue,2321,52,12,23,1996,346,15,6,4,2367,850,36%,6,0
